_id,title,release_year,movie_rating,summary,Up_System
2839,Jingle All the Way,1996,5.6,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out of them, and he must travel all over town and compete with everybody else in order to find one.",CM
2840,Kiss the Girls,1997,6.6,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,CM
2841,After Earth,2013,4.8,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",CM
2842,Shanghai Knights,2003,6.2,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.",CM
2843,The Lucky One,2012,6.5,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,CM
2844,The Wedding Planner,2001,5.3,Mary Fiore is San Francisco's most successful supplier of romance and glamor. She knows all the tricks. She knows all the rules. But then she breaks the most important rule of all: she falls in love with the groom.,CM
2845,Burn After Reading,2008,7.0,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,CM
2846,Scrooged,1988,7.0,"A selfish, cynical television executive is haunted by three spirits bearing lessons on Christmas Eve.",CM
2847,Why Him?,2016,6.2,A holiday gathering threatens to go off the rails when Ned Fleming realizes that his daughter's Silicon Valley millionaire boyfriend is about to pop the question.,CM
2848,Baby Mama,2008,6.0,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",CM
2849,The Cable Guy,1996,6.1,"A lonely and mentally disturbed cable guy raised on television just wants a new friend, but his target, a designer, rejects him, with bad consequences.",CM
2850,Resident Evil: Afterlife,2010,5.9,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",CM
2851,Why Did I Get Married Too?,2010,4.6,"Four couples find themselves struggling to save their marriages once again on their annual marriage retreat, while each of them battle through financial, physical, mental, and emotional issues.",CM
2852,Spies Like Us,1985,6.4,"Two bumbling government employees think they are U.S. spies, only to discover that they are actually decoys for Nuclear War.",CM
2853,Species,1995,5.8,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,CM
2854,The Family Stone,2005,6.3,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",CM
2855,Bad Santa,2003,7.1,A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,CM
2856,Brno,2009,5.8,Flamboyant and gay Austrian Brno looks for new fame in America.,CM
2857,Hope Floats,1998,6.0,"Birdee Calvert must choose between her morals and her heart after her husband divorces her and a charming young man, who her daughter disapproves of, comes back into her life.",CM
2858,Tooth Fairy,2010,5.0,A bad deed on the part of a tough minor-league hockey player results in an unusual sentence: He must serve one week as a real-life tooth fairy.,CM
2859,Snow Day,2000,5.0,"When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.",CM
2860,The Good Shepherd,2006,6.7,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,CM
2861,Superman III,1983,4.9,Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.,CM
2862,Jungle 2 Jungle,1997,5.1,"A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.",CM
2863,Little Miss Sunshine,2006,7.8,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,CM
2864,My Girl,1991,6.9,"A young girl, on the threshold of her teen years, finds her life turning upside down, when she is accompanied by an unlikely friend.",CM
2865,Blockers,2018,6.2,Three parents try to stop their daughters from losing their virginity on prom night.,CM
2866,Predator,1987,7.8,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,CM
2867,Secretariat,2010,7.2,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",CM
2868,Son of God,2014,5.8,"The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.",CM
2869,Love Actually,2003,7.6,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",CM
2870,Gothika,2003,5.8,"A repressed female psychiatrist wakes up as a patient in the asylum where she worked, with no memory of why she is there or what she has done.",CM
2871,The Dictator,2012,6.4,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,CM
2872,Hellboy,2004,6.9,"A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",CM
2873,My Big Fat Greek Wedding 2,2016,6.0,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,CM
2874,The Last Boy Scout,1991,7.0,"A private detective's protected female witness is murdered, prompting him and the victim's boyfriend to investigate the crime that leads to a corrupt politician and a crooked football team owner.",CM
2875,The Stepford Wives,2004,5.3,The secret to a Stepford wife lies behind the doors of the Men's Association of how women become different and immobilized robots.,CM
2876,The Lego Ninjago Movie,2017,6.0,"Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",CM
2877,Pacific Rim: Uprising,2018,5.6,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.",CM
2878,Planes: Fire &amp; Rescue,2014,6.0,"When Dusty learns that his engine is damaged and he may never race again, he joins a forest fire and rescue unit to be trained as a firefighter, or else his air strip will be shut down.",CM
2879,The Grand Budapest Hotel,2014,8.1,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",CM
2880,Behind Enemy Lines,2001,6.4,A Navy navigator is shot down over enemy territory and is ruthlessly pursued by a secret police enforcer and the opposing troops. Meanwhile his commanding officer goes against orders in an attempt to rescue him.,CM
2881,Courage Under Fire,1996,6.6,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",CM
2882,Dawn of the Dead,2004,7.3,"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",CM
2883,Chariots of Fire,1981,7.2,"Two British track athletes, one a determined Jew, and the other a devout Christian, compete in the 1924 Olympics.",CM
2884,Vacation,2015,6.1,"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",CM
2885,Far and Away,1992,6.6,"A young Irish couple flee to the States, but subsequently struggle to obtain land and prosper freely.",CM
2886,Total Recall,2012,6.3,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Recall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",CM
2887,Surf's Up,2007,6.7,"A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick.",CM
2888,The Blue Lagoon,1980,5.7,"In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene.",CM
2889,Bride Wars,2009,5.5,Two best friends become rivals when they schedule their respective weddings on the same day.,CM
2890,Water for Elephants,2011,6.9,"Set in the 1930s, a former veterinary student takes a job in a travelling circus and falls in love with the ringmaster's wife.",CM
